ko_wpos	ko_pospat	ko	en	en_semantic_tags	en_semantic_tags_tokenwise	category	note
종합/NNG 센터__02/NNG	NNG NNG	종합 센터__02	Center	M6 | M6 H1c M7c G1.2c K5.1mfn		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
승소__02/NNG 판결/NNG	NNG NNG	승소__02 판결	ruled	S7.1+ Q1.2 X6+		SOCIAL ACTIONS, STATES & PROCESSES	연결
구매__02/NNG 대상__11/NNG	NNG NNG	구매__02 대상__11	purchase	I2.2		MONEY & COMMERCE	연결
침대__02/NNG 위__01/NNG	NNG NNG	침대__02 위__01	bed	H5 H3/L3 | L3 S3.2/B1		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
가장__01/MAG 많/VA	MAG VA	가장__01 많	The largest number		"largest = ""N3.2+ N5+ A11.1+""; number = ""N1 | N5 | N5 N1 Q1.3 K2 Q4.2"""		연결(토큰 단위)
더욱/MAG 강력하/VA	MAG VA	더욱 강력하	stronger	S1.2.5++ N5++ A5.1++ X5.2++ S7.1++ X9.1++ O4.1 S1.2.3++		SOCIAL ACTIONS, STATES & PROCESSES	연결
교착__03/NNG 국면/NNG	NNG NNG	교착__03 국면	deadlock	S1.1.2-		SOCIAL ACTIONS, STATES & PROCESSES	연결
심폐__01/NNG 소생__06/NNG	NNG NNG	심폐__01 소생__06	CPR				미연결(전체)
이번__01/NNG 지진__02/NNG	NNG NNG	이번__01 지진__02	earthquake	W3		THE WORLD & OUR ENVIRONMENT	연결
가장__01/MAG 좋__01/VA	MAG VA	가장__01 좋__01	The best		"best = ""A5.1+ G2.2+ A1.5.2+ | A5.1+ G2.2+ O4.2+ | A5.1+ G2.2+ O4.2+ A1.5.2+ N3.2+"""		연결(토큰 단위)
참여/NNG 연대__02/NNG	NNG NNG	참여 연대__02	Solidarity	S5+		SOCIAL ACTIONS, STATES & PROCESSES	연결
활동__02/NNG 시__13/NNG	NNG NNG	활동__02 시__13	activities	A1.1.1		GENERAL & ABSTRACT TERMS	연결
본선__03/NNG 진출__02/NNG	NNG NNG	본선__03 진출__02	finals	K5.1 P1		ENTERTAINMENT, SPORTS & GAMES	연결
이날/NNG 발언__02/NNG	NNG NNG	이날 발언__02	remarks	Q2.2		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
동화__07/NNG 속__01/NNG	NNG NNG	동화__07 속__01	fairy	S9/S2mf S3.2/S2.2m		SOCIAL ACTIONS, STATES & PROCESSES	연결
기반__01/NNG 마련/NNG	NNG NNG	기반__01 마련	foundation	T2+ H2 S5+c A5.2+ B4		TIME	연결
패러다임/NNG 전환__03/NNG	NNG NNG	패러다임 전환__03	shift	A2.1+ S5+c T1.3/I3.1 | M2 M1 A2.1+ I2.2		GENERAL & ABSTRACT TERMS	연결
과태료/NNG 처분/NNG	NNG NNG	과태료 처분	fine	A5.1+ | A5.1+ A4.2+ O4.5 O4.1 W4 N3.2- | G2.1 | G2.1/I1.3 | Z4		GENERAL & ABSTRACT TERMS	연결
장래/NNG 희망/NNG	NNG NNG	장래 희망	dream	X2 X2.1 X7++ | X4.1 X7+ A5.2-		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
발표__01/NNG 이후__02/NNG	NNG NNG	발표__01 이후__02	announcement	Q2.2		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
계약/NNG 사항__02/NNG	NNG NNG	계약 사항__02	contract	I2.1 G2.1 | Q2.2 N3.2-/A2.1 A9+ I2.1		MONEY & COMMERCE	연결
취임/NNG 후__08/NNG	NNG NNG	취임 후__08	inauguration	T2+ S1.1.1		TIME	연결
핵/NNG 신고__01/NNG	NNG NNG	핵 신고__01	nuclear	Y1 B1 S5+%		SCIENCE & TECHNOLOGY	연결
종합/NNG 사회__07/NNG	NNG NNG	종합 사회__07	Social	S1.1.1 | S1.1.1 I1.1/G1.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
축구__04/NNG 연맹/NNG	NNG NNG	축구__04 연맹	Football	K5.2		ENTERTAINMENT, SPORTS & GAMES	연결
해임/NNG 처분/NNG	NNG NNG	해임 처분	dismissal	A11.1- X2.1- I3.1- S7.4+/M1 G2.1		GENERAL & ABSTRACT TERMS	연결
의회__02/NNG 의원__05/NNG	NNG NNG	의회__02 의원__05	Council	G1.1c S7.1+/S5+c		GOVT. & THE PUBLIC DOMAIN	연결
시너지/NNG 효과__01/NNG	NNG NNG	시너지 효과__01	synergies				미연결(전체)
주류__01/NNG 언론/NNG	NNG NNG	주류__01 언론	media	Q4c		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
정부__08/NNG 기관__11/NNG	NNG NNG	정부__08 기관__11	agencies	I2.2/S5+c G1.1c		MONEY & COMMERCE	연결
집__01/NNG 앞/NNG	NNG NNG	집__01 앞	house	H1 P1/S5+c G1.1c | H4		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
이날/NNG 성명__10/NNG	NNG NNG	이날 성명__10	statement	Q2.1 | Q2.1 I1/Q1.2		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
체제__02/NNG 구축__03/NNG	NNG NNG	체제__02 구축__03	regime	G1.1 S7.1+ B3		GOVT. & THE PUBLIC DOMAIN	연결
집__01/NNG 마련/NNG	NNG NNG	집__01 마련	house	H1 P1/S5+c G1.1c | H4		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
위반__03/NNG 사례__05/NNG	NNG NNG	위반__03 사례__05	violations	G2.1- A1.9 E3-		GOVT. & THE PUBLIC DOMAIN	연결
계__04/NNG 폐기물/NNG	NNG NNG	계__04 폐기물	wastes	N5.2+ | N5.2+ O4.2- | N5.2+ X9.2- N3.2-/A2.1		NUMBERS & MEASUREMENT	연결
정보화/NNG 진흥/NNG	NNG NNG	정보화 진흥	Information	X2.2+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
전통__06/NNG 무용__03/NNG	NNG NNG	전통__06 무용__03	traditional	S1.1.1 A6.2+ T3++		SOCIAL ACTIONS, STATES & PROCESSES	연결
기준__03/NNG 전국__03/NNG	NNG NNG	기준__03 전국__03	nationwide	M7/N5.1+		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
재정__05/NNG 분권/NNG	NNG NNG	재정__05 분권	decentralization	S5-		SOCIAL ACTIONS, STATES & PROCESSES	연결
사실상/MAG 불가능하/VA	MAG VA	사실상 불가능하	practically impossible		"practically = ""A13.4 A1.6""; impossible = ""A7- A12-"""		연결(토큰 단위)
사회__07/NNG 진출__02/NNG	NNG NNG	사회__07 진출__02	society	S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
외상__03/NNG 환자__03/NNG	NNG NNG	외상__03 환자__03	patients	B2-/S2mf		THE BODY & THE INDIVIDUAL	연결
안전__03/NNG 법__01/NNG	NNG NNG	안전__03 법__01	Safety	A15+		GENERAL & ABSTRACT TERMS	연결
티저/NNG 이미지/NNG	NNG NNG	티저 이미지	image	A6.1+ A8 X3.4 X2.1 C1 | O4.1 A8 X2.1 C1		GENERAL & ABSTRACT TERMS	연결
안건/NNG 심의__05/NNG	NNG NNG	안건 심의__05	deliberation	X2.1/A1.3+ X2.4 X7+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
연인__06/NNG 관계__05/NNG	NNG NNG	연인__06 관계__05	relationship	S3.1 S3.2 A2.2 S4		SOCIAL ACTIONS, STATES & PROCESSES	연결
국토/NNG 교통__01/NNG	NNG NNG	국토 교통__01	Transportation	M2 M3		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
학부__03/NNG 교수__06/NNG	NNG NNG	학부__03 교수__06	professor	P1/S2mf		EDUCATION	연결
다__03/MAG 같/VA	MAG VA	다__03 같	same	A6.1+++		GENERAL & ABSTRACT TERMS	연결
절반/NNG 가까이/NNG	NNG NNG	절반 가까이	half	N1 A13.4 | N5 | N5c		NUMBERS & MEASUREMENT	연결
보다__02/MAG 쉽/VA	MAG VA	보다__02 쉽	easily	A12+		GENERAL & ABSTRACT TERMS	연결
대선__05/NNG 후보__04/NNG	NNG NNG	대선__05 후보__04	candidate	A7+ A1.2+ | G1.2/S2mf I3.1/S2mf P1/S2mf A7+ A1.2+		GENERAL & ABSTRACT TERMS	연결
몸__01/NNG 상태__01/NNG	NNG NNG	몸__01 상태__01	shape	O4.4 | O4.4 A2.2 | Z3		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
정계__04/NNG 개편__01/NNG	NNG NNG	정계__04 개편__01	realignment				미연결(전체)
전사자__02/NNG 유해__04/NNG	NNG NNG	전사자__02 유해__04	soldiers	G3/S2mf		GOVT. & THE PUBLIC DOMAIN	연결
노인__01/NNG 인구__01/NNG	NNG NNG	노인__01 인구__01	population	S2/N5c		SOCIAL ACTIONS, STATES & PROCESSES	연결
정말__01/MAG 맛있__01/VA	MAG VA	정말__01 맛있__01	really delicious		"really = ""A13.3 A5.2+""; delicious = ""X3.1+ O4.2+"""		연결(토큰 단위)
내신__01/NNG 성적__04/NNG	NNG NNG	내신__01 성적__04	grades	A5.1 A4.1 | A5.1 A4.1 S7.1 P1c%		GENERAL & ABSTRACT TERMS	연결
분리__04/NNG 완화__02/NNG	NNG NNG	분리__04 완화__02	separation	A6.1-		GENERAL & ABSTRACT TERMS	연결
담당/NNG 교사__09/NNG	NNG NNG	담당 교사__09	teacher	P1/I3.2/S2mf		EDUCATION	연결
종목__01/NNG 동향__03/NNG	NNG NNG	종목__01 동향__03	stocks	A9+ F1 S4 O2 I1.1 G2.1/O2%		GENERAL & ABSTRACT TERMS	연결
인근/NNG 해상__02/NNG	NNG NNG	인근 해상__02	near	M1/N3.3- | N3.3- | N3.3- S3.1 A6.1+ A13.4 T1.3- | Z5		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
대__04/NNG 강__01/NNG 사업__04/NNG	NNG NNG NNG	대__04 강__01 사업__04	Project	A1.1.1 P1 | A10+ X7+ X2.6+ M2 O4.4 X3.2 Q2.2 X2.1		GENERAL & ABSTRACT TERMS	연결
통계__04/NNG 자료__03/NNG	NNG NNG	통계__04 자료__03	statistics	N3.1c N2c		NUMBERS & MEASUREMENT	연결
급__04/NNG 이상__05/NNG	NNG NNG	급__04 이상__05	above	M6 | M6 A5.1++ | Z5		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
개혁/NNG 법안__01/NNG	NNG NNG	개혁 법안__01	reform	A2.1+		GENERAL & ABSTRACT TERMS	연결
명예__01/NNG 구민__03/NNG	NNG NNG	명예__01 구민__03	honorary	S7.2+ I1.1-		SOCIAL ACTIONS, STATES & PROCESSES	연결
한류/NNG 열풍__01/NNG	NNG NNG	한류 열풍__01	Wave	Q1.1 M2 M1 | W3/M4 O4.4 Q1.1 Y1 N5		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
강정__01/NNG 마을__01/NNG	NNG NNG	강정__01 마을__01	Village	M7		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
유출__01/NNG 사건__01/NNG	NNG NNG	유출__01 사건__01	leakage	A1.7-/O1.2 A1.7-/O1.3 A1.1.2		GENERAL & ABSTRACT TERMS	연결
침수__01/NNG 피해__01/NNG	NNG NNG	침수__01 피해__01	damage	A1.1.2 | A1.1.2 I1.1+/G2.1		GENERAL & ABSTRACT TERMS	연결
재난/NNG 발생/NNG	NNG NNG	재난 발생	disasters	A5.1--- X9.2- A1.1.2/W4		GENERAL & ABSTRACT TERMS	연결
물론__01/MAG 다양하__01/VA	MAG VA	물론__01 다양하__01	various	A6.3+		GENERAL & ABSTRACT TERMS	연결
여전히/MAG 낮/VA	MAG VA	여전히 낮	still low		"still = ""C1 F2/O2 | E3+/A2.1 E6+ | M8 E3+ O4.5 | T2++ Z4 E3+""; low = ""A5.1- | L2/Q2.1 | N3.7- N5- A5.1- A11.1- E4.1- X3.2- G2.2- S7.1- | N3.7- X3.2-"""		연결(토큰 단위)
적용/NNG 대상__11/NNG	NNG NNG	적용 대상__11	subject	A1.1.1 S7.1+ | S7.1- | X4.1 C1/S2mf Q3 P1 S7.1-/S2mf		GENERAL & ABSTRACT TERMS	연결
회원/NNG 가입/NNG	NNG NNG	회원 가입	membership	S5+c P1		SOCIAL ACTIONS, STATES & PROCESSES	연결
대체로/MAG 맑__01/VA	MAG VA	대체로 맑__01	mostly clear		"mostly = ""A13.2""; clear = ""A7+ A10+ O4.3 O4.1 N5.1+ W4 | K5.1/X9.2+ | M2 A7+ A10+ I1.1 B4 O4.1"""		연결(토큰 단위)
국제__02/NNG 정세__05/NNG	NNG NNG	국제__02 정세__05	international	M7 | M7/S5+c K5.1 K5.1/S2mf		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
복지__10/NNG 법__01/NNG	NNG NNG	복지__10 법__01	Welfare	S8+ I1 G1.1c		SOCIAL ACTIONS, STATES & PROCESSES	연결
경기__11/NNG 복지__10/NNG	NNG NNG	경기__11 복지__10	Welfare	S8+ I1 G1.1c		SOCIAL ACTIONS, STATES & PROCESSES	연결
협상__01/NNG 타결/NNG	NNG NNG	협상__01 타결	deal	A1.1.1 I2.2 I2.1 A9- K5.2 F3/I2.2 | N5 Q2.2 A1.1.1 I2.2 K5.2 F3/I2.2 | Z2c		GENERAL & ABSTRACT TERMS	연결
국토부/NNG 장관__02/NNG	NNG NNG	국토부 장관__02	Minister	G1.1/S2mf S9/S2mf		GOVT. & THE PUBLIC DOMAIN	연결
댓글/NNG 조작__02/NNG	NNG NNG	댓글 조작__02	Manipulation	A2.1+/G2.2- S7.1+ A1.1.1		GENERAL & ABSTRACT TERMS	연결
수해__02/NNG 복구__02/NNG	NNG NNG	수해__02 복구__02	recovery	B2+ A5.1+/A2.1 A9+		THE BODY & THE INDIVIDUAL	연결
신고__01/NNG 대상__11/NNG	NNG NNG	신고__01 대상__11	reporting	Q2.2 S7.1-		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
화재__01/NNG 현장__03/NNG	NNG NNG	화재__01 현장__03	fire	I3.1- G3 M2 A2.2 Q2.2 | O4.6+		MONEY & COMMERCE	연결
신고__01/NNG 의무__01/NNG	NNG NNG	신고__01 의무__01	report	Q2.2 S7.1- | Q2.2 X3.2		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
성__07/NNG 접대__01/NNG	NNG NNG	성__07 접대__01	sexual	S3.2		SOCIAL ACTIONS, STATES & PROCESSES	연결
환경__02/NNG 농산물/NNG	NNG NNG	환경__02 농산물	agricultural	F4		FOOD & FARMING	연결
금융/NNG 사기__25/NNG	NNG NNG	금융 사기__25	financial	I1		MONEY & COMMERCE	연결
주거__02/NNG 안정__01/NNG	NNG NNG	주거__02 안정__01	stabilize	A2.1- O4.1		GENERAL & ABSTRACT TERMS	연결
시장__04/NNG 진출__02/NNG	NNG NNG	시장__04 진출__02	markets	I2.2 | I2.2 I2.2/H1		MONEY & COMMERCE	연결
선발__03/NNG 대회__02/NNG	NNG NNG	선발__03 대회__02	Contest	S7.3		SOCIAL ACTIONS, STATES & PROCESSES	연결
비교적/MAG 저렴하/VA	MAG VA	비교적 저렴하	relatively low		"relatively = ""A13/A6""; low = ""A5.1- | L2/Q2.1 | N3.7- N5- A5.1- A11.1- E4.1- X3.2- G2.2- S7.1- | N3.7- X3.2-"""		연결(토큰 단위)
신고__01/NNG 건수__01/NNG	NNG NNG	신고__01 건수__01	reports	Q2.2 S7.1- | Q2.2 X3.2		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
안전성/NNG 확보__01/NNG	NNG NNG	안전성 확보__01	safety	A15+		GENERAL & ABSTRACT TERMS	연결
경우__03/NNG 위원회/NNG	NNG NNG	경우__03 위원회	Committee	S7.1+/S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
기업__01/NNG 가치__06/NNG	NNG NNG	기업__01 가치__06	value	A11.1+ I1.3 | A11.1+ I1.3 G2.2 A4.1 N1		GENERAL & ABSTRACT TERMS	연결
작품__01/NNG 속__01/NNG	NNG NNG	작품__01 속__01	works	I3.1 A1.1.1 X9.2+ A2.2 | I4/H1c H1c A1.1.1 N5.1+ Q4		MONEY & COMMERCE	연결
평화__02/NNG 수역__02/NNG	NNG NNG	평화__02 수역__02	peace	E3+		EMOTIONAL ACTIONS, STATES & PROCESSES	연결
공감대/NNG 형성__01/NNG	NNG NNG	공감대 형성__01	consensus	A6.1+		GENERAL & ABSTRACT TERMS	연결
더욱/MAG 강하__02/VA	MAG VA	더욱 강하__02	stronger	S1.2.5++ N5++ A5.1++ X5.2++ S7.1++ X9.1++ O4.1 S1.2.3++		SOCIAL ACTIONS, STATES & PROCESSES	연결
가처분/NNG 신청__01/NNG	NNG NNG	가처분 신청__01	injunction	G2.1		GOVT. & THE PUBLIC DOMAIN	연결
가장__01/MAG 바람직하/VA	MAG VA	가장__01 바람직하	most desirable		"most = ""A13.2 N5+++ | N5+++""; desirable = ""O4.2+ X7+"""		연결(토큰 단위)
책임/NNG 소재__03/NNG	NNG NNG	책임 소재__03	responsible	A2.2 S6+ S7.1 S1.2.6+ X6+		GENERAL & ABSTRACT TERMS	연결
직장__05/NNG 동료/NNG	NNG NNG	직장__05 동료	coworkers				미연결(전체)
특히/MAG 중요하__02/VA	MAG VA	특히 중요하__02	particularly important		"particularly = ""A13.3 A14""; important = ""A11.1+"""		연결(토큰 단위)
등록__01/NNG 업무__02/NNG	NNG NNG	등록__01 업무__02	registration	Q1.2/G1.1		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
위반__03/NNG 소지__11/NNG	NNG NNG	위반__03 소지__11	violate	A1.1.2 E3- G2.2- G2.1-		GENERAL & ABSTRACT TERMS	연결
완전__01/NNG 자급__01/NNG	NNG NNG	완전__01 자급__01	full	N5.1+ | N5.1+ I3.2+		NUMBERS & MEASUREMENT	연결
리그__01/NNG 키__01/NNG	NNG NNG	리그__01 키__01	League	S5+c K5.1/S5+c S7.3+ N3.3%		SOCIAL ACTIONS, STATES & PROCESSES	연결
화재__01/NNG 발생/NNG	NNG NNG	화재__01 발생	fires	I3.1- G3 M2 A2.2 Q2.2 | O4.6+		MONEY & COMMERCE	연결
상환__02/NNG 기한__03/NNG	NNG NNG	상환__02 기한__03	repayment	I1.2- S1.1.2+		MONEY & COMMERCE	연결
사망__04/NNG 소식__04/NNG	NNG NNG	사망__04 소식__04	death	L1-		LIFE & LIVING THINGS	연결
공식__01/NNG 유__88/NNG	NNG NNG	공식__01 유__88	official	G1.1 S7.4+ | G1.1/S2mf S7.1+/S2mf		GOVT. & THE PUBLIC DOMAIN	연결
하늘__01/NNG 위__01/NNG	NNG NNG	하늘__01 위__01	sky	W1 | Z3c		THE WORLD & OUR ENVIRONMENT	연결
매우__01/MAG 크__01/VA	MAG VA	매우__01 크__01	very big		"very = ""A13.3 | A4.2+ A5.2+%""; big = ""N3.2+ | N3.2+ N5+ A11.1+ S1.2.5+ X5.2+"""		연결(토큰 단위)
지역__03/NNG 안__01/NNG	NNG NNG	지역__03 안__01	area	M7 A4.1 N3.6		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
문의__03/NNG 사항__02/NNG	NNG NNG	문의__03 사항__02	inquiries	Q2.2 X2.4		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
현지__03/NNG 주민/NNG	NNG NNG	현지__03 주민	residents	H4 | H4/S2mf		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
반대__03/NNG 시위__04/NNG	NNG NNG	반대__03 시위__04	against	A5.1- S8- | Z5		GENERAL & ABSTRACT TERMS	연결
양자__01/NNG 회담/NNG	NNG NNG	양자__01 회담	talks	Q2.1		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
교통__01/NNG 공사__07/NNG	NNG NNG	교통__01 공사__07	Transportation	M2 M3		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
부동산/NNG 규제/NNG	NNG NNG	부동산 규제	regulations	G2.1 A1.7+/G1.1		GOVT. & THE PUBLIC DOMAIN	연결
여전히/MAG 많/VA	MAG VA	여전히 많	still	C1 F2/O2 | E3+/A2.1 E6+ | M8 E3+ O4.5 | T2++ Z4 E3+		ARTS & CRAFTS	연결
모바일/NNG 기반__01/NNG	NNG NNG	모바일 기반__01	mobile-based		"mobile = ""M1/N3.8+ A2.1+ | O2 K6 Q1.3""; based = ""M7 T2+ A1.1.1 O1 K5.1@ B1% | T2+ A5.1- | T2+ M6 A2.2"""		연결(토큰 단위)
교육/NNG 당국__02/NNG	NNG NNG	교육 당국__02	educational	P1		EDUCATION	연결
소통__02/NNG 창구__01/NNG	NNG NNG	소통__02 창구__01	communication	Q2.1 Q1.2 Q1.3 Q4.3		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
웨이/NNG 보__11/NNG	NNG NNG	웨이 보__11	Weibo				미연결(전체)
정말__01/MAG 아름답/VA	MAG VA	정말__01 아름답	really beautiful		"really = ""A13.3 A5.2+""; beautiful = ""O4.2+"""		연결(토큰 단위)
민속__01/NNG 음악__01/NNG	NNG NNG	민속__01 음악__01	music	K2		ENTERTAINMENT, SPORTS & GAMES	연결
전담__02/NNG 기관__11/NNG	NNG NNG	전담__02 기관__11	agency	I2.2/S5+c G1.1c		MONEY & COMMERCE	연결
국__88/NNG 연구__03/NNG	NNG NNG	국__88 연구__03	Research	X2.4		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
긴장/NNG 완화__02/NNG	NNG NNG	긴장 완화__02	tensions	E6- O4.1		EMOTIONAL ACTIONS, STATES & PROCESSES	연결
위__01/NNG 결정__01/NNG	NNG NNG	위__01 결정__01	decision	X6+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
창업/NNG 아이템/NNG	NNG NNG	창업 아이템	items	O2 Q4 X4.1 | Z4		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
하강/NNG 국면/NNG	NNG NNG	하강 국면	downturn	N5-/A2.1		NUMBERS & MEASUREMENT	연결
협력/NNG 증진/NNG	NNG NNG	협력 증진	cooperation	S8+		SOCIAL ACTIONS, STATES & PROCESSES	연결
행동/NNG 강령__02/NNG	NNG NNG	행동 강령__02	Conduct	A1.1.1 S1.1.1 K2 O4.1 | S1.1.1		GENERAL & ABSTRACT TERMS	연결
부족__01/NNG 문제__06/NNG	NNG NNG	부족__01 문제__06	shortage	N5-		NUMBERS & MEASUREMENT	연결
신변__01/NNG 안전__03/NNG	NNG NNG	신변__01 안전__03	safety	A15+		GENERAL & ABSTRACT TERMS	연결
상호__04/NNG 이해__06/NNG	NNG NNG	상호__04 이해__06	understanding	X2.5+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
또는/MAG 부당하/VA	MAG VA	또는 부당하	or unjust		"unjust = ""S1.2 G2.2-"""		연결(토큰 단위)
및/MAG 다양하__01/VA	MAG VA	및 다양하__01	and various		"various = ""A6.3+"""		연결(토큰 단위)
심사__08/NNG 기준__03/NNG	NNG NNG	심사__08 기준__03	criteria	X4.1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
압박/NNG 수위__01/NNG	NNG NNG	압박 수위__01	pressure	N3.5 S7.1+ E6- | S7.1+ E6-		NUMBERS & MEASUREMENT	연결
주민/NNG 참여/NNG	NNG NNG	주민 참여	residents'		"residents = ""H4 | H4/S2mf"""		연결(토큰 단위)
문화예술/NNG 활동__02/NNG	NNG NNG	문화예술 활동__02	activities	A1.1.1		GENERAL & ABSTRACT TERMS	연결
한번/NNG 확인__02/NNG	NNG NNG	한번 확인__02	check	X2.4/A5.3 A15 Q1.2 T2- M5 | X2.4/A5.3 I1.3 O4.4/B5		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
환경__02/NNG 관리__04/NNG	NNG NNG	환경__02 관리__04	Management	S7.1+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
서산__02/NNG 지역__03/NNG	NNG NNG	서산__02 지역__03	Seosan				미연결(전체)
매우__01/MAG 빠르/VA	MAG VA	매우__01 빠르	very fast		"very = ""A13.3 | A4.2+ A5.2+%""; fast = ""F1- | N3.8+"""		연결(토큰 단위)
선정__07/NNG 기준__03/NNG	NNG NNG	선정__07 기준__03	selection	X7+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
여성__01/NNG 대상__11/NNG	NNG NNG	여성__01 대상__11	women	S2.1f		SOCIAL ACTIONS, STATES & PROCESSES	연결
이상__05/NNG 인구__01/NNG	NNG NNG	이상__05 인구__01	older	T3++		TIME	연결
절대__05/MAG 없__01/VA	MAG VA	절대__05 없__01	never	T1/Z6		TIME	연결
북__88/NNG 계정__01/NNG	NNG NNG	북__88 계정__01	account	I1 I1.3 I2.1 Q2.2 Y2 | Q2.2		MONEY & COMMERCE	연결
대북__02/NNG 정책__02/NNG	NNG NNG	대북__02 정책__02	policy	X7+ Q1.2		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
스타일/NNG 리시/NNG	NNG NNG	스타일 리시	stylish	O4.2+		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
국가__01/NNG 산단__88/NNG	NNG NNG	국가__01 산단__88	National	Z3c		NAMES & GRAMMATICAL WORDS	연결
조__15/NNG 그룹__01/NNG	NNG NNG	조__15 그룹__01	group	S5+ A4.1 B3% | S5+c A4.1c B3%		SOCIAL ACTIONS, STATES & PROCESSES	연결
너무__01/MAG 위험하/VA	MAG VA	너무__01 위험하	too dangerous		"too = ""N5++ N5.2+ A13.3""; dangerous = ""A15- | Z3"""		연결(토큰 단위)
구호__02/NNG 물품/NNG	NNG NNG	구호__02 물품	goods	O2		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
시료__03/NNG 채취/NNG	NNG NNG	시료__03 채취	sampling	X2.4		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
신__09/NNG 남방__01/NNG	NNG NNG	신__09 남방__01	New	T3-		TIME	연결
현장__03/NNG 점검/NNG	NNG NNG	현장__03 점검	inspections	X2.4/A5.3		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
더__01/MAG 밝/VA	MAG VA	더__01 밝	brighter	O4.3 X9.1++		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
절감__02/NNG 효과__01/NNG	NNG NNG	절감__02 효과__01	save	I1.1 B3 A9+ S8+ A1.9 K5.1 S9 | K5.1 | Z5		MONEY & COMMERCE	연결
촬영/NNG 현장__03/NNG	NNG NNG	촬영 현장__03	filming	Q4.3		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
가장__01/MAG 취약하/VA	MAG VA	가장__01 취약하	most vulnerable		"most = ""A13.2 N5+++ | N5+++""; vulnerable = ""S1.2.5-"""		연결(토큰 단위)
가장__01/MAG 약하__01/VA	MAG VA	가장__01 약하__01	weakest	S1.2.5--- O4.1 S7.1--- A5.1---		SOCIAL ACTIONS, STATES & PROCESSES	연결
해외/NNG 유명__01/NNG	NNG NNG	해외 유명__01	famous	X2.2+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
소집/NNG 요구__03/NNG	NNG NNG	소집 요구__03	request	Q2.1 Q2.2 | Q2.2 Q2.1		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
메르스/NNG 의심__03/NNG	NNG NNG	메르스 의심__03	MERS				미연결(전체)
경기__11/NNG 수__26/NNG	NNG NNG	경기__11 수__26	games	K5.1 K5.2 A1.1.1		ENTERTAINMENT, SPORTS & GAMES	연결
거래__02/NNG 내역__02/NNG	NNG NNG	거래__02 내역__02	transactions	I2.2 S1.1.1 A1.1.1		MONEY & COMMERCE	연결
이날/NNG 공연__02/NNG	NNG NNG	이날 공연__02	concert	E6- | K2		EMOTIONAL ACTIONS, STATES & PROCESSES	연결
