k_wpos	ko_pospat	ko	en	en_semantic_tags	category	note
웃/VV	VV	웃	smile	E4.1+	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
일반적/NNG	NNG	일반적	general	G3/S7.1+/S2mf B3/H1 | N5+ A4.2-	GOVT. & THE PUBLIC DOMAIN	연결
수집__02/NNG	NNG	수집__02	collection	A9+ I1 B5	GENERAL & ABSTRACT TERMS	연결
장기적/NNG	NNG	장기적	long	N3.7+ T1.3+ N3.3+ N3.2+ | T1.3+ | X7+	NUMBERS & MEASUREMENT	연결
아마__01/MAG	MAG	아마__01	probably	A7+	GENERAL & ABSTRACT TERMS	연결
시급하/VA	VA	시급하	urgent	A11.1+	GENERAL & ABSTRACT TERMS	연결
업무__02/NNG	NNG	업무__02	tasks	A1.1.1 P1	GENERAL & ABSTRACT TERMS	연결
숙소__02/NNG	NNG	숙소__02	accommodation	H4 S8+ A1.2+	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
출시하/VV	VV	출시하	launched	M4 M5 T2+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
집중되/VV	VV	집중되	focused	X5.1+ X3.4 A4.2+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
규정__04/NNG	NNG	규정__04	Regulations	G2.1 A1.7+/G1.1	GOVT. & THE PUBLIC DOMAIN	연결
주제__04/NNG	NNG	주제__04	subject	A1.1.1 S7.1+ | S7.1- | X4.1 C1/S2mf Q3 P1 S7.1-/S2mf	GENERAL & ABSTRACT TERMS	연결
운동__02/NNG	NNG	운동__02	campaign	X7+/Q2.2 I2.2/Q2.2 G1.2/Q2.2 G3	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
정확히__01/MAG	MAG	정확히__01	exactly	A4.2+ A5.3+	GENERAL & ABSTRACT TERMS	연결
투표__01/NNG	NNG	투표__01	voting	G1.2	GOVT. & THE PUBLIC DOMAIN	연결
환불하__02/VV	VV	환불하__02	refund	I1.1+/A9-	MONEY & COMMERCE	연결
기반__01/NNG	NNG	기반__01	base	M7 T2+ A1.1.1 O1 K5.1@ B1% | T2+ A5.1- | T2+ M6 A2.2	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
광화문/NNP	NNP	광화문	Gwanghwamun			미연결
구축__03/NNG	NNG	구축__03	establishment	T2+ H1c G1.1c I3.1c	TIME	연결
공개하/VV	VV	공개하	disclosed	Q2.2 A10+	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
수입__02/NNG	NNG	수입__02	imports	I2.2/M2 | I2.2/M2 Q1.1	MONEY & COMMERCE	연결
모르/VV	VV	모르	knowing	X2.2+ | X2.2+ S3.2/B1%	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
드리__01/VV	VV	드리__01	give	A9- A1.1.1 | O4.5	GENERAL & ABSTRACT TERMS	연결
전망__03/NNG	NNG	전망__03	predicted	Q2.2/T1.1.3 X2.6+	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
전기__15/NNG	NNG	전기__15	electric	O3	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
연구진/NNG	NNG	연구진	researchers	X2.4/S2mf	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
머물/VV	VV	머물	stay	M8 T2++ H4 | M8 T4- H4	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
제한적/NNG	NNG	제한적	limited	A1.7+ | N5- I2.1 A1.7+	GENERAL & ABSTRACT TERMS	연결
반영하/VV	VV	반영하	reflected	A10+ Y1/M2 X3.4 X2.1 A5.1	GENERAL & ABSTRACT TERMS	연결
평가__03/NNG	NNG	평가__03	considered	A1.4 X2.1 X2.4 | X2.1 X2.4 X6	GENERAL & ABSTRACT TERMS	연결
밤__01/NNG	NNG	밤__01	pm	G1.1/S2mf B3	GOVT. & THE PUBLIC DOMAIN	연결
변경되/VV	VV	변경되	changed	A2.1+ | A2.1+ I1 B5	GENERAL & ABSTRACT TERMS	연결
규정__04/NNG	NNG	규정__04	rules	G2.1 X4.2 A6.2+ Q3	GOVT. & THE PUBLIC DOMAIN	연결
허용하/VV	VV	허용하	allow	S7.4+ S8+ X2.1	SOCIAL ACTIONS, STATES & PROCESSES	연결
동맹__01/NNG	NNG	동맹__01	alliance	S5+c | Z3c	SOCIAL ACTIONS, STATES & PROCESSES	연결
월__02/NNG	NNG	월__02	monthly	N6+ | Q4.2	NUMBERS & MEASUREMENT	연결
관광__02/NNG	NNG	관광__02	tourist	M1/S2 | M1/S2mf	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
그러/VV	VV	그러	Then	N4 Z5 T1.2 | T1.1.1 | Z5	NUMBERS & MEASUREMENT	연결
자체__02/NNG	NNG	자체__02	own	A9+ | A9+ S5-	GENERAL & ABSTRACT TERMS	연결
체계적/NNG	NNG	체계적	systematic	X4.2	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
도전하__01/VV	VV	도전하__01	challenge	A12- A6.1- S7.3+ E3- | A6.1- S7.3+ Q2.2	GENERAL & ABSTRACT TERMS	연결
고맙/VA	VA	고맙	Thank	S1.2.4+	SOCIAL ACTIONS, STATES & PROCESSES	연결
돌아가/VV	VV	돌아가	return	M1 A9- N6 | M1 A9- S1.1.2+ N6 I1.1 G1.1/Q1.2 M3 K5.1 Y2% | M6 S1.1.2+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
근거/NNG	NNG	근거	based	T2+ M6 A2.2	TIME	연결
도널드/NNP	NNP	도널드	Donald	Z1mf	NAMES & GRAMMATICAL WORDS	연결
금융권/NNG	NNG	금융권	financial	I1	MONEY & COMMERCE	연결
담당관/NNG	NNG	담당관	officer	G3/S7.1+/S2mf G1.1/S2mf S7.1+/S2mf G2.1/S2mf	GOVT. & THE PUBLIC DOMAIN	연결
쇼__02/NNG	NNG	쇼__02	Show	A10+ S1.1.1 | A8 K4 S1.1.1 I2.2/S1.1.1	GENERAL & ABSTRACT TERMS	연결
협의__01/NNG	NNG	협의__01	consultations	Q2.1 B3 X2.3	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
맺/VV	VV	맺	signed	Q1.2 Q1.1 G2.1 I3.1 S9	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
종류__02/NNG	NNG	종류__02	kinds	A4.1 | S1.2/S8+ S1.2.2-	GENERAL & ABSTRACT TERMS	연결
소재하/VV	VV	소재하	located	M6 | M6 A10+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
조만간/MAG	MAG	조만간	soon	T1.1.3/N3.8+	TIME	연결
인상__06/NNG	NNG	인상__06	impression	X2.1 A8 A5.4-/A8 O4.2 O4.4	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
상당히/MAG	MAG	상당히	quite	A13.5 A13.6 A13.2	GENERAL & ABSTRACT TERMS	연결
수비__05/NNG	NNG	수비__05	defense	S8+ G3 G2.1c Q2.2 K5.1 S7.3+ P1	SOCIAL ACTIONS, STATES & PROCESSES	연결
출석/NNG	NNG	출석	attendance	S1.1.3+	SOCIAL ACTIONS, STATES & PROCESSES	연결
시상식/NNG	NNG	시상식	ceremony	S1.1.1	SOCIAL ACTIONS, STATES & PROCESSES	연결
종합적/NNG	NNG	종합적	comprehensively	A1.8+	GENERAL & ABSTRACT TERMS	연결
활용/NNG	NNG	활용	utilization	A1.5.1	GENERAL & ABSTRACT TERMS	연결
확인__02/NNG	NNG	확인__02	checking	I1 | X2.4/A5.3 A15 Q1.2 T2- M5	MONEY & COMMERCE	연결
지도__03/NNG	NNG	지도__03	map	Q1.2 A6@ | Q1.2/W3	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
전망__03/NNG	NNG	전망__03	predict	Q2.2/T1.1.3 X2.6+	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
의심되/VV	VV	의심되	suspected	X2.1/A5.1- A7	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
이후__02/NNG	NNG	이후__02	Later	T4-- T1.1.3 N4	TIME	연결
검출되/VV	VV	검출되	detected	A10+	GENERAL & ABSTRACT TERMS	연결
한류/NNG	NNG	한류	Wave	Q1.1 M2 M1 | W3/M4 O4.4 Q1.1 Y1 N5	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
변수__06/NNG	NNG	변수__06	variables	A6.3+ | A6.3+ N2	GENERAL & ABSTRACT TERMS	연결
커지/VV	VV	커지	grown	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4 | T3+	NUMBERS & MEASUREMENT	연결
장애__02/NNG	NNG	장애__02	disability	X9.1- B2- I1.1/B2-	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
이뤄지/VV	VV	이뤄지	carried	M2 A9+ Q4 S7.4+ B1% B2-% | M2 S7.4+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
종교/NNG	NNG	종교	religious	S9	SOCIAL ACTIONS, STATES & PROCESSES	연결
철강/NNG	NNG	철강	steel	O1.1 O2 S1.2.5+ O4.3 | S1.2.5+	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
기여하/VV	VV	기여하	contributing	A9- A2.2 S1.1.3+	GENERAL & ABSTRACT TERMS	연결
주장하__01/VV	VV	주장하__01	claiming	Q2.2 A9+	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
직접/MAG	MAG	직접	personally	S5-	SOCIAL ACTIONS, STATES & PROCESSES	연결
의장__12/NNG	NNG	의장__12	Speaker	Q2.1/S2mf G1.1/S2mf O3	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
결정하__01/VV	VV	결정하__01	determined	A2.2 A7+ X6+ | X6+	GENERAL & ABSTRACT TERMS	연결
연기__10/NNG	NNG	연기__10	acting	A1.1.1 T1.1.2 A8 K4 | T1.2	GENERAL & ABSTRACT TERMS	연결
성장__01/NNG	NNG	성장__01	grow	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4	NUMBERS & MEASUREMENT	연결
송파구/NNP	NNP	송파구	Songpa-gu			미연결
부처__04/NNG	NNG	부처__04	ministries	G1.1c S9	GOVT. & THE PUBLIC DOMAIN	연결
넘__01/VV	VV	넘__01	exceed	N5.2+	NUMBERS & MEASUREMENT	연결
추세__03/NNG	NNG	추세__03	trend	A6.2+ A2.1+	GENERAL & ABSTRACT TERMS	연결
조심하__02/VV	VV	조심하__02	careful	A1.3+ E6-	GENERAL & ABSTRACT TERMS	연결
합병__02/NNG	NNG	합병__02	merger	S5+	SOCIAL ACTIONS, STATES & PROCESSES	연결
손쉽/VA	VA	손쉽	easily	A12+	GENERAL & ABSTRACT TERMS	연결
연락__02/NNG	NNG	연락__02	call	Q2.2 S1.1.1 Q1.3 S9% | Q2.2 S1.1.1 Q1.3 X7+ S9%	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
끝나/VV	VV	끝나	completed	T2- Q1.2	TIME	연결
남__01/VV	VV	남__01	remaining	T2++ M8 N5.2+	TIME	연결
지원금/NNG	NNG	지원금	subsidies	I1.1	MONEY & COMMERCE	연결
약속/NNG	NNG	약속	appointment	T1.1 I3.1	TIME	연결
이제__01/NNG	NNG	이제__01	Now	T1.1.2 Z4 | Z4 | Z5	TIME	연결
변하/VV	VV	변하	changed	A2.1+ | A2.1+ I1 B5	GENERAL & ABSTRACT TERMS	연결
연장하__03/VV	VV	연장하__03	extended	T1.3+ N3.2+/A2.1 N5+/A2.1	TIME	연결
뇌물/NNG	NNG	뇌물	bribery	G2.2-/I1.1	GOVT. & THE PUBLIC DOMAIN	연결
아시아나/NNP	NNP	아시아나	Asiana			미연결
메일/NNG	NNG	메일	e-mail	Q1.3/Y2 | Y2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
체계적/NNG	NNG	체계적	systematically	X4.2	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
업종__01/NNG	NNG	업종__01	industries	I4	MONEY & COMMERCE	연결
통과하/VV	VV	통과하	pass	K5.1 X9.2+ Q1.2 W3 S3.2 | M1 A9- M2 K5.1 T1.3 T2- X9.2+ N5.2+ S7.4+ A5.4+/A8	ENTERTAINMENT, SPORTS & GAMES	연결
투수__01/NNG	NNG	투수__01	pitchers	O2 K5.1/S2mf	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
덜__01/MAG	MAG	덜__01	less	A13.6 | N5-- | Z5	GENERAL & ABSTRACT TERMS	연결
너무나/MAG	MAG	너무나	so	Z5 | Z5 A13.3	NAMES & GRAMMATICAL WORDS	연결
답하/VV	VV	답하	replied	Q2.2 Q1.1	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
넘어서/VV	VV	넘어서	exceeded	N5.2+	NUMBERS & MEASUREMENT	연결
베를린/NNP	NNP	베를린	Berlin	Z2 Z1mf Z3c	NAMES & GRAMMATICAL WORDS	연결
올라가/VV	VV	올라가	up	M6 N4 N5++ T2- X9.1+ A1.1.1 | N5+/A2.1 | X9.1+ | Z5	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
음성__02/NNG	NNG	음성__02	voice	Q2.1 | Q2.1 X2.1 S7.1+ Q3 K2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
수행하__02/VV	VV	수행하__02	carry	M2 A9+ Q4 S7.4+ B1% B2-%	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
주님/NNG	NNG	주님	Lord	S7.1+ | S7.1+/S2.2m S9/S2.2m | Z4	SOCIAL ACTIONS, STATES & PROCESSES	연결
겪/VV	VV	겪	suffering	E4.1- B2- X3 A5.1-/A2.1 | E4.1- B2- X3 A5.1-/A2.1 S7.4+	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
실제__02/MAG	MAG	실제__02	actual	A5.4+ A14	GENERAL & ABSTRACT TERMS	연결
만료/NNG	NNG	만료	expiration			미연결
출동하/VV	VV	출동하	dispatched	M2	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
비교하/VV	VV	비교하	Compared	A6 A5.1 Q3	GENERAL & ABSTRACT TERMS	연결
작__01/VA	VA	작__01	smaller	N3.2-- N3.7-- N5-- T3-- A11.1-- S5--/I2.1 X3.2- A5.1--	NUMBERS & MEASUREMENT	연결
전용__04/NNG	NNG	전용__04	exclusive	A14/Q4.2 | O4.2+ A14 A1.8-	GENERAL & ABSTRACT TERMS	연결
인식하/VV	VV	인식하	recognize	X2.2+ X2.5+ S7.4+ G2.1+ S1.1.1	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
여기/VV	VV	여기	considered	A1.4 X2.1 X2.4 | X2.1 X2.4 X6	GENERAL & ABSTRACT TERMS	연결
방침__02/NNG	NNG	방침__02	policy	X7+ Q1.2	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
전부__05/NNG	NNG	전부__05	fully	A13.2 N5.1+	GENERAL & ABSTRACT TERMS	연결
공개되/VV	VV	공개되	revealed	A10+	GENERAL & ABSTRACT TERMS	연결
환경__02/NNG	NNG	환경__02	eco-friendly			미연결
시각__04/NNG	NNG	시각__04	view	X2.1 X3.4 X2.4 | X4.1 X3.4 A4.1 X7+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
네이버/NNP	NNP	네이버	Naver			미연결
형성되/VV	VV	형성되	formed	S7.1 O4.1 T2+ A2.1+ A1.8+ A3+ A1.1.1	SOCIAL ACTIONS, STATES & PROCESSES	연결
장소__05/NNG	NNG	장소__05	location	M7	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
구축__03/NNG	NNG	구축__03	build	B1/O4.4 | H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1	THE BODY & THE INDIVIDUAL	연결
임__07/NNP	NNP	임__07	Lim	Z1	NAMES & GRAMMATICAL WORDS	연결
시민/NNG	NNG	시민	civic	G1.1	GOVT. & THE PUBLIC DOMAIN	연결
시도하__03/VV	VV	시도하__03	attempted	X8+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
폭염/NNG	NNG	폭염	heat	O4.6+ | O4.6+ E1 A1.1.1 S7.3	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
체제__02/NNG	NNG	체제__02	regime	G1.1 S7.1+ B3	GOVT. & THE PUBLIC DOMAIN	연결
글/NNG	NNG	글	post	Q1.2 M2 I3.1 | Q1.2 O2 I3.1 M6	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
건축__01/NNG	NNG	건축__01	construction	H1 A1.1.1 O2 X2.1	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
동의하__01/VV	VV	동의하__01	agreed	A6.1+ Q2.2	GENERAL & ABSTRACT TERMS	연결
상승__01/NNG	NNG	상승__01	rising	M1 N5+/A2.1 N3.2+/A2.1 S7.1+/A2.1 N3.7+/A2.1	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
부회장/NNG	NNG	부회장	Chairman	S7.1+/S2mf	SOCIAL ACTIONS, STATES & PROCESSES	연결
기획재정부/NNG	NNG	기획재정부	Ministry	G1.1c S9	GOVT. & THE PUBLIC DOMAIN	연결
검토/NNG	NNG	검토	considering	X2.1 X2.4 X6 | Z5	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
손흥민/NNP	NNP	손흥민	Son	S4m	SOCIAL ACTIONS, STATES & PROCESSES	연결
국회/NNG	NNG	국회	National	Z3c	NAMES & GRAMMATICAL WORDS	연결
다저스/NNP	NNP	다저스	Dodgers	A1.9/S2mf	GENERAL & ABSTRACT TERMS	연결
미얀마/NNP	NNP	미얀마	Myanmar	Z2	NAMES & GRAMMATICAL WORDS	연결
사우디/NNP	NNP	사우디	Saudi	Z2	NAMES & GRAMMATICAL WORDS	연결
동네/NNG	NNG	동네	neighborhood	N3.3-/H3c N3.3-/S2mf M7/N3.3-	NUMBERS & MEASUREMENT	연결
여권__02/NNG	NNG	여권__02	passport	G1.1/Q1.2	GOVT. & THE PUBLIC DOMAIN	연결
듣__01/VV	VV	듣__01	hearing	B1/X3.2 G2.1 | X3.2	THE BODY & THE INDIVIDUAL	연결
이날/NNG	NNG	이날	At	Z5	NAMES & GRAMMATICAL WORDS	연결
개인적/NNG	NNG	개인적	personal	S5- S1.2.1+	SOCIAL ACTIONS, STATES & PROCESSES	연결
맛보__01/VV	VV	맛보__01	taste	X3.1 F1 X2.2 | X3.1 O4.2 E2+ X2.2	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
복원__02/NNG	NNG	복원__02	restoration	A2.1+ C1 A9- T1.1.1%	GENERAL & ABSTRACT TERMS	연결
공급하/VV	VV	공급하	supplied	A9-	GENERAL & ABSTRACT TERMS	연결
가게/NNG	NNG	가게	shop	I2.2 G2.1@ | I2.2/H1c I4/H1c I2.2 I3.1	MONEY & COMMERCE	연결
얘기하/VV	VV	얘기하	talk	Q2.1	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
운송/NNG	NNG	운송	transportation	M2 M3	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
반환__02/NNG	NNG	반환__02	return	M1 A9- N6 | M1 A9- S1.1.2+ N6 I1.1 G1.1/Q1.2 M3 K5.1 Y2% | M6 S1.1.2+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
채용__01/NNG	NNG	채용__01	hiring	I2.2 I3.1	MONEY & COMMERCE	연결
포천__01/NNP	NNP	포천__01	Pocheon			미연결
사립유치원/NNG	NNG	사립유치원	kindergartens	P1/H1	EDUCATION	연결
답변/NNG	NNG	답변	reply	Q2.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
후반__01/NNG	NNG	후반__01	late	T4- L1- T1.1 | T4- T1.1	TIME	연결
산업혁명/NNG	NNG	산업혁명	Industrial	I4	MONEY & COMMERCE	연결
방송되__01/VV	VV	방송되__01	aired	B4 Q2.2	THE BODY & THE INDIVIDUAL	연결
물론__01/MAG	MAG	물론__01	well	A10+ E1+ | A5.1+ A13.3 A7+ B2+ Z4 | B2+ | W3/M4 W3 | Z4	GENERAL & ABSTRACT TERMS	연결
유지__09/NNG	NNG	유지__09	maintenance	A1.1.1 I1.1 I1.1/S4 T2++	GENERAL & ABSTRACT TERMS	연결
진행하/VV	VV	진행하	carried	M2 A9+ Q4 S7.4+ B1% B2-% | M2 S7.4+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
성격__02/NNG	NNG	성격__02	nature	W5 A4.1 S1.2 A6.2+	THE WORLD & OUR ENVIRONMENT	연결
떨어지/VV	VV	떨어지	falling	M1 N5-/A2.1 S7.1- L1- A1.8+ G2.2- X9.2- K5.2	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
둘러싸/VV	VV	둘러싸	over	K5.1 | N5.2+ A13.2 T2- M6 | N5.2+ T2- | Z5	ENTERTAINMENT, SPORTS & GAMES	연결
국토부/NNG	NNG	국토부	Ministry	G1.1c S9	GOVT. & THE PUBLIC DOMAIN	연결
전환__03/NNG	NNG	전환__03	transition	A2.1+	GENERAL & ABSTRACT TERMS	연결
전용__04/NNG	NNG	전용__04	dedicated	Q2.2 A9- | X5.2+ A4.2+	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
전망__03/NNG	NNG	전망__03	prospect	A7+ X2.6+ X3.4 | X2.4	GENERAL & ABSTRACT TERMS	연결
바뀌/VV	VV	바뀌	changes	A2.1+ I1 B1 | A2.1+ I1 B5	GENERAL & ABSTRACT TERMS	연결
혐의/NNG	NNG	혐의	accused	G2.1/S2mf | Q2.2 G2.1	GOVT. & THE PUBLIC DOMAIN	연결
귀엽/VA	VA	귀엽	cute	O4.2+	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
남__01/VV	VV	남__01	remain	N5.2+ H1/T1.1.1 L1- | T2++ M8 N5.2+	NUMBERS & MEASUREMENT	연결
강연__03/NNG	NNG	강연__03	lecture	Q2.2 P1	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
넓/VA	VA	넓	wide	K5.1 | N3.7+ | N3.7+ N5+ A4.2- A6.3+ X9.2-@ K5.1@	ENTERTAINMENT, SPORTS & GAMES	연결
마치__03/MAG	MAG	마치__03	like	A6.1+ | E2+ | Z4 A6.1+ | Z5	GENERAL & ABSTRACT TERMS	연결
넘기/VV	VV	넘기	over	K5.1 | N5.2+ A13.2 T2- M6 | N5.2+ T2- | Z5	ENTERTAINMENT, SPORTS & GAMES	연결
의무__01/NNG	NNG	의무__01	obligation	S6+	SOCIAL ACTIONS, STATES & PROCESSES	연결
시기__04/NNG	NNG	시기__04	timing	A1.2 T1.3 | X7+/T1 N3.1/T1	GENERAL & ABSTRACT TERMS	연결
관계자/NNG	NNG	관계자	source	A9+ | T2+ Q1.1 X2.2 W3/M4	GENERAL & ABSTRACT TERMS	연결
정상적/NNG	NNG	정상적	normal	A6.2+	GENERAL & ABSTRACT TERMS	연결
시작되__01/VV	VV	시작되__01	begun	T2+	TIME	연결
창고__01/NNG	NNG	창고__01	warehouse	A9+/H1	GENERAL & ABSTRACT TERMS	연결
추가되/VV	VV	추가되	added	N5+/A2.1 A1.8+	NUMBERS & MEASUREMENT	연결
개정되__01/VV	VV	개정되__01	revised	A2.1+	GENERAL & ABSTRACT TERMS	연결
카자흐스탄/NNP	NNP	카자흐스탄	Kazakhstan	Z2	NAMES & GRAMMATICAL WORDS	연결
최저__01/NNG	NNG	최저__01	lowest	N3.7--- N5--- I1.3--- A5.1--- A11.1--- E4.1--- X3.2--- G2.2--- S7.1--- | N3.7--- X3.2---	NUMBERS & MEASUREMENT	연결
수원시/NNP	NNP	수원시	Suwon			미연결
지급되/VV	VV	지급되	paid	I1.1 | I1.2 A9- I1.1/I3.1	MONEY & COMMERCE	연결
눈__01/NNG	NNG	눈__01	snow	W4 | W4 Q4.3%	THE WORLD & OUR ENVIRONMENT	연결
중단__04/NNG	NNG	중단__04	suspension	T2- I3.1- O2 O1.2	TIME	연결
더__01/MAG	MAG	더__01	greater	A5.1++ A11.1++ N3.2++ N5++ X5.2++	GENERAL & ABSTRACT TERMS	연결
확인하/VV	VV	확인하	confirming	A7+ Q2.2 S9@	GENERAL & ABSTRACT TERMS	연결
닫__02/VV	VV	닫__02	closed	A10- T2-	GENERAL & ABSTRACT TERMS	연결
다치__01/VV	VV	다치__01	injured	B2- A1.1.2 E1	THE BODY & THE INDIVIDUAL	연결
우유__02/NNG	NNG	우유__02	milk	F2 O1.2 | F4 A9+	FOOD & FARMING	연결
주장하__01/VV	VV	주장하__01	claims	Q2.2 A9+ G2.1	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
인증__03/NNG	NNG	인증__03	certified	I3.2+ B2-/X1 | Q2.2 I3.2+	MONEY & COMMERCE	연결
중단하/VV	VV	중단하	stop	M3 T2- M8 H4 Q3 K2 | T2- S8- M8 H4 A1.1.1@ | Z3	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
치르/VV	VV	치르	held	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
선발하__02/VV	VV	선발하__02	selected	X7+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
반면__02/NNG	NNG	반면__02	While	T1.3 | Z5	TIME	연결
건조하__02/VA	VA	건조하__02	dry	O1.2- | O1.2- F2- X3.1 X9.1+ X5.2- N5- Q2.1/N5-	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
김의겸/NNP	NNP	김의겸	Kim	Z1mf Z3c	NAMES & GRAMMATICAL WORDS	연결
이명박/NNP	NNP	이명박	Lee	Z1mf	NAMES & GRAMMATICAL WORDS	연결
체포되/VV	VV	체포되	arrested	G2.1 S8- | S8- G2.1	GOVT. & THE PUBLIC DOMAIN	연결
비건/NNG	NNG	비건	Biegun			미연결
전달되/VV	VV	전달되	delivered	M2 Q2.1 X9.2+ B3 S9%	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
수행__02/NNG	NNG	수행__02	performance	K4 X9.2 A1.1.1 A12-	ENTERTAINMENT, SPORTS & GAMES	연결
노력하__01/VV	VV	노력하__01	tried	X2.4 | X8+ X2.4 Q2.2 G2.1 A12-	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
못__04/MAG	MAG	못__04	cannot			미연결
분명히/MAG	MAG	분명히	clear	A7+ A10+ O4.3 O4.1 N5.1+ W4 | K5.1/X9.2+ | M2 A7+ A10+ I1.1 B4 O4.1	GENERAL & ABSTRACT TERMS	연결
발행하__01/VV	VV	발행하__01	issued	A9-	GENERAL & ABSTRACT TERMS	연결
점유율/NNG	NNG	점유율	share	S1.1.2+ | S1.1.2+ I1.1	SOCIAL ACTIONS, STATES & PROCESSES	연결
후손__02/NNG	NNG	후손__02	descendants	S4mf	SOCIAL ACTIONS, STATES & PROCESSES	연결
용산구/NNP	NNP	용산구	Yongsan-gu			미연결
조사되__02/VV	VV	조사되__02	survey	X2.4	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
웃음/NNG	NNG	웃음	laughter	E4.1+/X3.2	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
새벽__01/NNG	NNG	새벽__01	morning	T1.3	TIME	연결
편의성/NNG	NNG	편의성	convenience	A1.2+ A1.5.2 O2	GENERAL & ABSTRACT TERMS	연결
전화__07/NNG	NNG	전화__07	called	Q2.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
당연하__01/VA	VA	당연하__01	natural	A6.2+ A9+ A5.4+ W3 W5 B1 K2 | X9.1+ K2	GENERAL & ABSTRACT TERMS	연결
노트북/NNG	NNG	노트북	laptop	Y2	SCIENCE & TECHNOLOGY	연결
